Date,Open,High,Low,Close,Change (Pips),Currency Pair
2019-11-29,1.291,1.29421,1.28789,1.29379,27.9,GBPUSD
2019-11-28,1.29201,1.29509,1.28993,1.29094,-10.7,GBPUSD
2019-11-27,1.2865,1.29168,1.2827,1.2911,46.0,GBPUSD
2019-11-26,1.28983,1.29036,1.28348,1.28636,-34.7,GBPUSD
2019-11-25,1.28503,1.29117,1.28407,1.28983,48.0,GBPUSD
2019-11-22,1.29034,1.29286,1.28229,1.28315,-71.9,GBPUSD
2019-11-21,1.29227,1.29701,1.28928,1.29065,-16.2,GBPUSD
2019-11-20,1.29252,1.29303,1.2887,1.29225,-2.7,GBPUSD
2019-11-19,1.29529,1.297,1.29104,1.29266,-26.3,GBPUSD
2019-11-18,1.29209,1.29847,1.29087,1.29525,31.6,GBPUSD
2019-11-15,1.28812,1.29192,1.28673,1.29015,20.3,GBPUSD
2019-11-14,1.28491,1.28885,1.2825,1.28818,32.7,GBPUSD
2019-11-13,1.2845,1.28622,1.28217,1.2851,6.0,GBPUSD
2019-11-12,1.2852,1.28737,1.28152,1.28442,-7.8,GBPUSD
2019-11-11,1.27907,1.2898,1.27839,1.28523,61.6,GBPUSD
2019-11-08,1.28105,1.28226,1.27684,1.27798,-30.7,GBPUSD
2019-11-07,1.285,1.28777,1.2794,1.28142,-35.8,GBPUSD
2019-11-06,1.2884,1.28972,1.28442,1.28561,-27.9,GBPUSD
2019-11-05,1.28827,1.29175,1.28591,1.2883,0.3,GBPUSD
2019-11-04,1.29279,1.29426,1.28763,1.28819,-46.0,GBPUSD
2019-11-01,1.294,1.29728,1.29239,1.29408,0.8,GBPUSD
2019-10-31,1.28967,1.29757,1.28935,1.29415,44.8,GBPUSD
2019-10-30,1.2869,1.29073,1.28452,1.28989,29.9,GBPUSD
2019-10-29,1.28573,1.29049,1.28067,1.2866,8.7,GBPUSD
2019-10-28,1.28105,1.28761,1.28104,1.28562,45.7,GBPUSD
2019-10-25,1.285,1.28625,1.28037,1.28304,-19.6,GBPUSD
2019-10-24,1.29142,1.29498,1.27883,1.28508,-63.4,GBPUSD
2019-10-23,1.28694,1.2922,1.28414,1.29133,43.9,GBPUSD
2019-10-22,1.29584,1.30005,1.2862,1.2872,-86.4,GBPUSD
2019-10-21,1.29469,1.30121,1.28743,1.29587,11.8,GBPUSD
2019-10-18,1.2891,1.29641,1.28393,1.29504,59.4,GBPUSD
2019-10-17,1.2825,1.29898,1.27495,1.28907,65.7,GBPUSD
2019-10-16,1.27796,1.28755,1.26564,1.28274,47.8,GBPUSD
2019-10-15,1.26078,1.28,1.26005,1.27838,176.0,GBPUSD
2019-10-14,1.26226,1.26496,1.25157,1.26018,-20.8,GBPUSD
2019-10-11,1.24302,1.2707,1.24091,1.26475,217.3,GBPUSD
2019-10-10,1.22047,1.24697,1.22026,1.24417,237.0,GBPUSD
2019-10-09,1.22182,1.22915,1.21981,1.22033,-14.9,GBPUSD
2019-10-08,1.22898,1.23028,1.21954,1.22197,-70.1,GBPUSD
2019-10-07,1.23071,1.23369,1.22873,1.22894,-17.7,GBPUSD
2019-10-04,1.23254,1.23566,1.22759,1.23328,7.4,GBPUSD
2019-10-03,1.22994,1.2413,1.22655,1.23282,28.8,GBPUSD
2019-10-02,1.2299,1.23242,1.22266,1.22981,-0.9,GBPUSD
2019-10-01,1.22898,1.23396,1.22046,1.23036,13.8,GBPUSD
2019-09-30,1.22853,1.23466,1.22757,1.22967,11.4,GBPUSD
2019-09-27,1.23228,1.23366,1.22713,1.22891,-33.7,GBPUSD
2019-09-26,1.2345,1.23801,1.23028,1.23224,-22.6,GBPUSD
2019-09-25,1.24888,1.24973,1.23474,1.23492,-139.6,GBPUSD
2019-09-24,1.24324,1.25031,1.24139,1.24938,61.4,GBPUSD
2019-09-23,1.24608,1.24906,1.24127,1.24336,-27.2,GBPUSD
2019-09-20,1.25215,1.25823,1.24593,1.24692,-52.3,GBPUSD
2019-09-19,1.24711,1.25602,1.24381,1.25233,52.2,GBPUSD
2019-09-18,1.24996,1.25123,1.24394,1.24698,-29.8,GBPUSD
2019-09-17,1.24247,1.25272,1.23925,1.24995,74.8,GBPUSD
2019-09-16,1.24746,1.25031,1.23996,1.24291,-45.5,GBPUSD
2019-09-13,1.23307,1.25056,1.23263,1.25045,173.8,GBPUSD
2019-09-12,1.23287,1.23666,1.2283,1.23301,1.4,GBPUSD
2019-09-11,1.23372,1.23707,1.23125,1.23272,-10.0,GBPUSD
2019-09-10,1.23454,1.238,1.23069,1.23575,12.1,GBPUSD
2019-09-09,1.22691,1.23851,1.22331,1.23443,75.2,GBPUSD
2019-09-06,1.23263,1.23434,1.22793,1.22874,-38.9,GBPUSD
2019-09-05,1.22522,1.23537,1.22102,1.23298,77.6,GBPUSD
2019-09-04,1.20794,1.22562,1.20794,1.22554,176.0,GBPUSD
2019-09-03,1.20597,1.21056,1.19583,1.20862,26.5,GBPUSD
2019-09-02,1.21441,1.21748,1.20361,1.20627,-81.4,GBPUSD
2019-08-30,1.21788,1.2226,1.21389,1.21643,-14.5,GBPUSD
2019-08-29,1.22046,1.22327,1.21722,1.21831,-21.5,GBPUSD
2019-08-28,1.2285,1.22906,1.21558,1.221,-75.0,GBPUSD
2019-08-27,1.2217,1.23095,1.22086,1.22869,69.9,GBPUSD
2019-08-26,1.22648,1.22859,1.22079,1.22181,-46.7,GBPUSD
2019-08-23,1.22524,1.22933,1.21942,1.22919,39.5,GBPUSD
2019-08-22,1.21225,1.22733,1.21086,1.22561,133.6,GBPUSD
2019-08-21,1.21683,1.21747,1.21119,1.21204,-47.9,GBPUSD
2019-08-20,1.2126,1.21802,1.20644,1.21707,44.7,GBPUSD
2019-08-19,1.21474,1.21726,1.21047,1.21242,-23.2,GBPUSD
2019-08-16,1.20817,1.21755,1.20739,1.21432,61.5,GBPUSD
2019-08-15,1.20561,1.21504,1.20503,1.20916,35.5,GBPUSD
2019-08-14,1.20586,1.21005,1.20446,1.20564,-2.2,GBPUSD
2019-08-13,1.20751,1.20977,1.20415,1.20591,-16.0,GBPUSD
2019-08-12,1.20424,1.21064,1.20147,1.20742,31.8,GBPUSD
2019-08-09,1.21338,1.21521,1.20246,1.2025,-108.8,GBPUSD
2019-08-08,1.21415,1.21825,1.20947,1.21342,-7.3,GBPUSD
2019-08-07,1.21673,1.21909,1.21209,1.21423,-25.0,GBPUSD
2019-08-06,1.214,1.221,1.21355,1.21687,28.7,GBPUSD
2019-08-05,1.2158,1.21882,1.21017,1.21395,-18.5,GBPUSD
2019-08-02,1.21169,1.21696,1.20906,1.2162,45.1,GBPUSD
2019-08-01,1.21505,1.21705,1.20794,1.21293,-21.2,GBPUSD
2019-07-31,1.21509,1.22498,1.21351,1.21607,9.8,GBPUSD
2019-07-30,1.22163,1.22259,1.21191,1.21488,-67.5,GBPUSD
2019-07-29,1.23751,1.23837,1.22124,1.22174,-157.7,GBPUSD
2019-07-26,1.24495,1.24595,1.23759,1.23837,-65.8,GBPUSD
2019-07-25,1.24828,1.25178,1.24369,1.24542,-28.6,GBPUSD
2019-07-24,1.24381,1.25226,1.24267,1.24838,45.7,GBPUSD
2019-07-23,1.24724,1.24819,1.24179,1.24393,-33.1,GBPUSD
2019-07-22,1.24946,1.2517,1.24554,1.24752,-19.4,GBPUSD
2019-07-19,1.25446,1.25562,1.2476,1.25049,-39.7,GBPUSD
2019-07-18,1.24305,1.25583,1.24239,1.25465,116.0,GBPUSD
2019-07-17,1.24064,1.24564,1.23821,1.24319,25.5,GBPUSD
2019-07-16,1.25159,1.25204,1.23964,1.2406,-109.9,GBPUSD
2019-07-15,1.25496,1.25782,1.25103,1.25161,-33.5,GBPUSD
2019-07-12,1.25233,1.25792,1.2518,1.25763,53.0,GBPUSD
2019-07-11,1.24966,1.2571,1.24946,1.25255,28.9,GBPUSD
2019-07-10,1.24583,1.25207,1.24435,1.25044,46.1,GBPUSD
2019-07-09,1.25163,1.25227,1.24393,1.24598,-56.5,GBPUSD
2019-07-08,1.25252,1.25395,1.24997,1.25164,-8.8,GBPUSD
2019-07-05,1.25764,1.25877,1.2481,1.25271,-49.3,GBPUSD
2019-07-04,1.25626,1.25911,1.25621,1.25774,14.8,GBPUSD
2019-07-03,1.25912,1.26004,1.25574,1.25686,-22.6,GBPUSD
2019-07-02,1.26368,1.26478,1.25838,1.25928,-44.0,GBPUSD
2019-07-01,1.26949,1.27056,1.26318,1.26372,-57.7,GBPUSD
2019-06-28,1.26608,1.27343,1.26602,1.26962,35.4,GBPUSD
2019-06-27,1.26835,1.27246,1.26613,1.26697,-13.8,GBPUSD
2019-06-26,1.26859,1.27074,1.26626,1.26852,-0.7,GBPUSD
2019-06-25,1.27355,1.27836,1.26719,1.26882,-47.3,GBPUSD
2019-06-24,1.27327,1.27665,1.2708,1.27391,6.4,GBPUSD
2019-06-21,1.27038,1.27464,1.26424,1.27448,41.0,GBPUSD
2019-06-20,1.26404,1.27268,1.2626,1.2703,62.6,GBPUSD
2019-06-19,1.25562,1.26737,1.25425,1.26429,86.7,GBPUSD
2019-06-18,1.25333,1.25649,1.25063,1.25573,24.0,GBPUSD
2019-06-17,1.25799,1.26056,1.25323,1.25328,-47.1,GBPUSD
2019-06-14,1.26742,1.26821,1.25804,1.25882,-86.0,GBPUSD
2019-06-13,1.26873,1.27081,1.26624,1.26739,-13.4,GBPUSD
2019-06-12,1.27171,1.27587,1.26815,1.26884,-28.7,GBPUSD
2019-06-11,1.26837,1.27323,1.26703,1.27226,38.9,GBPUSD
2019-06-10,1.27226,1.2736,1.26531,1.2686,-36.6,GBPUSD
2019-06-07,1.26872,1.27631,1.26872,1.2737,49.8,GBPUSD
2019-06-06,1.26838,1.27423,1.26691,1.26918,8.0,GBPUSD
2019-06-05,1.26961,1.27435,1.26804,1.26811,-15.0,GBPUSD
2019-06-04,1.26634,1.27144,1.26421,1.26994,36.0,GBPUSD
2019-06-03,1.26271,1.26743,1.26107,1.26635,36.4,GBPUSD
2019-05-31,1.26037,1.26443,1.25589,1.26281,24.4,GBPUSD
2019-05-30,1.26209,1.26408,1.25806,1.26091,-11.8,GBPUSD
2019-05-29,1.2653,1.26713,1.26117,1.26258,-27.2,GBPUSD
2019-05-28,1.26777,1.27019,1.26505,1.26522,-25.5,GBPUSD
2019-05-27,1.2725,1.27481,1.26676,1.26787,-46.3,GBPUSD
2019-05-24,1.26555,1.27333,1.26476,1.27117,56.2,GBPUSD
2019-05-23,1.26511,1.26835,1.26049,1.26576,6.5,GBPUSD
2019-05-22,1.27051,1.2719,1.2624,1.26604,-44.7,GBPUSD
2019-05-21,1.27207,1.28123,1.26852,1.27059,-14.8,GBPUSD
2019-05-20,1.27298,1.27571,1.27146,1.27212,-8.6,GBPUSD
2019-05-17,1.27925,1.27981,1.27144,1.27159,-76.6,GBPUSD
2019-05-16,1.28415,1.28517,1.27877,1.27955,-46.0,GBPUSD
2019-05-15,1.29033,1.29231,1.28262,1.28416,-61.7,GBPUSD
2019-05-14,1.2955,1.29702,1.29036,1.29046,-50.4,GBPUSD
2019-05-13,1.29915,1.30407,1.29413,1.29584,-33.1,GBPUSD
2019-05-10,1.30105,1.30477,1.29914,1.30002,-10.3,GBPUSD
2019-05-09,1.30026,1.30357,1.29672,1.30036,1.0,GBPUSD
2019-05-08,1.3071,1.30805,1.29871,1.30068,-64.2,GBPUSD
2019-05-07,1.30953,1.31311,1.30395,1.30731,-22.2,GBPUSD
2019-05-06,1.31455,1.31705,1.3081,1.3094,-51.5,GBPUSD
2019-05-03,1.30273,1.31766,1.29869,1.31749,147.6,GBPUSD
2019-05-02,1.30476,1.30807,1.30183,1.30323,-15.3,GBPUSD
2019-05-01,1.30282,1.31024,1.30268,1.30481,19.9,GBPUSD
2019-04-30,1.29318,1.30487,1.29216,1.30358,104.0,GBPUSD
2019-04-29,1.29132,1.29471,1.29053,1.29308,17.6,GBPUSD
2019-04-26,1.28969,1.29434,1.28729,1.29164,19.5,GBPUSD
2019-04-25,1.29018,1.29165,1.28658,1.28974,-4.4,GBPUSD
2019-04-24,1.29369,1.29636,1.28876,1.28992,-37.7,GBPUSD
2019-04-23,1.29816,1.30195,1.29279,1.29372,-44.4,GBPUSD
2019-04-22,1.2987,1.29992,1.29754,1.29795,-7.5,GBPUSD
2019-04-19,1.29826,1.30088,1.29802,1.29851,2.5,GBPUSD
2019-04-18,1.30361,1.30527,1.29791,1.2984,-52.1,GBPUSD
2019-04-17,1.30445,1.30673,1.30288,1.30393,-5.2,GBPUSD
2019-04-16,1.30933,1.31013,1.30425,1.30477,-45.6,GBPUSD
2019-04-15,1.30715,1.31187,1.30667,1.30989,27.4,GBPUSD
2019-04-12,1.30524,1.31326,1.30504,1.30733,20.9,GBPUSD
2019-04-11,1.30852,1.31091,1.30499,1.30527,-32.5,GBPUSD
2019-04-10,1.30452,1.31204,1.30377,1.30872,42.0,GBPUSD
2019-04-09,1.30556,1.31211,1.30304,1.30522,-3.4,GBPUSD
2019-04-08,1.30338,1.30742,1.30207,1.30618,28.0,GBPUSD
2019-04-05,1.30731,1.31217,1.29867,1.30361,-37.0,GBPUSD
2019-04-04,1.31521,1.31909,1.30599,1.30743,-77.8,GBPUSD
2019-04-03,1.31314,1.31959,1.31186,1.31565,25.1,GBPUSD
2019-04-02,1.31001,1.315,1.30136,1.31338,33.7,GBPUSD
2019-04-01,1.30377,1.31494,1.30088,1.31044,66.7,GBPUSD
2019-03-29,1.30402,1.31357,1.29775,1.303,-10.2,GBPUSD
2019-03-28,1.31845,1.32116,1.30345,1.30391,-145.4,GBPUSD
2019-03-27,1.32005,1.32693,1.31661,1.31858,-14.7,GBPUSD
2019-03-26,1.31852,1.32616,1.31577,1.32055,20.3,GBPUSD
2019-03-25,1.32152,1.32462,1.31599,1.31983,-16.9,GBPUSD
2019-03-22,1.31039,1.32237,1.30811,1.32093,105.4,GBPUSD
2019-03-21,1.31889,1.32269,1.30036,1.31051,-83.8,GBPUSD
2019-03-20,1.3266,1.32725,1.31461,1.31899,-76.1,GBPUSD
2019-03-19,1.32531,1.33109,1.32409,1.32637,10.6,GBPUSD
2019-03-18,1.32955,1.33003,1.31844,1.32533,-42.2,GBPUSD
2019-03-15,1.32406,1.33074,1.32029,1.32926,52.0,GBPUSD
2019-03-14,1.33364,1.33388,1.32072,1.32412,-95.2,GBPUSD
2019-03-13,1.30711,1.33815,1.30588,1.33383,267.2,GBPUSD
2019-03-12,1.31504,1.32891,1.30049,1.30716,-78.8,GBPUSD
2019-03-11,1.29656,1.31704,1.29603,1.31502,184.6,GBPUSD
2019-03-08,1.30828,1.31082,1.299,1.30179,-64.9,GBPUSD
2019-03-07,1.31685,1.31849,1.30681,1.30812,-87.3,GBPUSD
2019-03-06,1.31766,1.31812,1.31239,1.317,-6.6,GBPUSD
2019-03-05,1.31763,1.31987,1.3098,1.31792,2.9,GBPUSD
2019-03-04,1.32429,1.32544,1.31666,1.31815,-61.4,GBPUSD
2019-03-01,1.32615,1.32864,1.3172,1.3211,-50.5,GBPUSD
2019-02-28,1.33068,1.33196,1.32536,1.32618,-45.0,GBPUSD
2019-02-27,1.32501,1.33498,1.32329,1.33084,58.3,GBPUSD
2019-02-26,1.30955,1.32878,1.30943,1.32508,155.3,GBPUSD
2019-02-25,1.30733,1.3114,1.30448,1.30958,22.5,GBPUSD
2019-02-22,1.30356,1.308,1.2968,1.30542,18.6,GBPUSD
2019-02-21,1.30484,1.30953,1.30261,1.30362,-12.2,GBPUSD
2019-02-20,1.30596,1.31094,1.30118,1.30498,-9.8,GBPUSD
2019-02-19,1.29181,1.30732,1.2896,1.30637,145.6,GBPUSD
2019-02-18,1.29019,1.29387,1.28917,1.29226,20.7,GBPUSD
2019-02-15,1.27986,1.28985,1.2785,1.28885,89.9,GBPUSD
2019-02-14,1.28434,1.28778,1.27731,1.27995,-43.9,GBPUSD
2019-02-13,1.28921,1.29589,1.28451,1.28454,-46.7,GBPUSD
2019-02-12,1.28567,1.29094,1.28323,1.28944,37.7,GBPUSD
2019-02-11,1.29279,1.29389,1.28448,1.28603,-67.6,GBPUSD
2019-02-08,1.29465,1.29763,1.29214,1.29414,-5.1,GBPUSD
2019-02-07,1.29295,1.29968,1.28543,1.29515,22.0,GBPUSD
2019-02-06,1.29497,1.29793,1.29248,1.29286,-21.1,GBPUSD
2019-02-05,1.3035,1.30514,1.29247,1.29502,-84.8,GBPUSD
2019-02-04,1.30632,1.31031,1.30286,1.3037,-26.2,GBPUSD
2019-02-01,1.31046,1.31147,1.30431,1.30768,-27.8,GBPUSD
2019-01-31,1.31164,1.31604,1.30977,1.31108,-5.6,GBPUSD
2019-01-30,1.3066,1.31456,1.30547,1.31149,48.9,GBPUSD
2019-01-29,1.31521,1.31998,1.30558,1.30661,-86.0,GBPUSD
2019-01-28,1.31837,1.32118,1.31371,1.31559,-27.8,GBPUSD
2019-01-25,1.30635,1.32178,1.30583,1.31973,133.8,GBPUSD
2019-01-24,1.30671,1.30939,1.30119,1.30627,-4.4,GBPUSD
2019-01-23,1.29562,1.30811,1.29422,1.30683,112.1,GBPUSD
2019-01-22,1.28904,1.29755,1.28555,1.2957,66.6,GBPUSD
2019-01-21,1.28734,1.2911,1.28309,1.28914,18.0,GBPUSD
2019-01-18,1.29843,1.29932,1.28567,1.28723,-112.0,GBPUSD
2019-01-17,1.28786,1.30012,1.28324,1.29859,107.3,GBPUSD
2019-01-16,1.28569,1.28973,1.28247,1.28787,21.8,GBPUSD
2019-01-15,1.28653,1.29155,1.26681,1.28594,-5.9,GBPUSD
2019-01-14,1.28505,1.29308,1.28184,1.28686,18.1,GBPUSD
2019-01-11,1.27474,1.28659,1.27098,1.28392,91.8,GBPUSD
2019-01-10,1.27865,1.28011,1.27278,1.27509,-35.6,GBPUSD
2019-01-09,1.27123,1.28036,1.27081,1.27886,76.3,GBPUSD
2019-01-08,1.27807,1.27975,1.27068,1.27143,-66.4,GBPUSD
2019-01-07,1.27165,1.27869,1.27071,1.27743,57.8,GBPUSD
2019-01-04,1.26237,1.27443,1.26156,1.27266,102.9,GBPUSD
2019-01-03,1.26056,1.26477,1.23916,1.26375,31.9,GBPUSD
2019-01-02,1.27338,1.27727,1.2581,1.26097,-124.1,GBPUSD
2022-09-29,0.5715,0.57326,0.56478,0.57262,11.2,NZDUSD
2022-09-28,0.5629,0.57327,0.55647,0.57296,100.6,NZDUSD
2022-09-27,0.56342,0.57215,0.56247,0.56339,-0.3,NZDUSD
2022-09-26,0.5746,0.57549,0.56253,0.56332,-112.8,NZDUSD
2022-09-23,0.58408,0.58559,0.573,0.57435,-97.3,NZDUSD
2022-09-22,0.58531,0.58876,0.58039,0.58445,-8.6,NZDUSD
2022-09-21,0.58906,0.59107,0.58415,0.58513,-39.3,NZDUSD
2022-09-20,0.5959,0.59758,0.58853,0.58947,-64.3,NZDUSD
2022-09-19,0.5987,0.60021,0.59294,0.5959,-28.0,NZDUSD
2022-09-16,0.59639,0.59939,0.59399,0.59898,25.9,NZDUSD
2022-09-15,0.60011,0.60257,0.59636,0.59659,-35.2,NZDUSD
2022-09-14,0.59896,0.60248,0.59763,0.60036,14.0,NZDUSD
2022-09-13,0.61339,0.61613,0.59863,0.59984,-135.5,NZDUSD
2022-09-12,0.60821,0.61573,0.60784,0.61363,54.2,NZDUSD
2022-09-09,0.60488,0.6152,0.60448,0.61038,55.0,NZDUSD
2022-09-08,0.60727,0.60788,0.6031,0.60547,-18.0,NZDUSD
2022-09-07,0.60381,0.60765,0.59965,0.60744,36.3,NZDUSD
2022-09-06,0.60896,0.61283,0.60349,0.60392,-50.4,NZDUSD
2022-09-05,0.60812,0.61053,0.60775,0.60942,13.0,NZDUSD
2022-09-02,0.6079,0.61412,0.60506,0.61125,33.5,NZDUSD
2022-09-01,0.61166,0.61232,0.60604,0.60792,-37.4,NZDUSD
2022-08-31,0.61257,0.61545,0.61105,0.612,-5.7,NZDUSD
2022-08-30,0.61511,0.61942,0.61233,0.61288,-22.3,NZDUSD
2022-08-29,0.61255,0.61677,0.61022,0.61549,29.4,NZDUSD
2022-08-26,0.62285,0.62323,0.61334,0.61352,-93.3,NZDUSD
2022-08-25,0.61829,0.62509,0.61762,0.62244,41.5,NZDUSD
2022-08-24,0.62131,0.62187,0.61628,0.61882,-24.9,NZDUSD
2022-08-23,0.61631,0.62442,0.61594,0.62129,49.8,NZDUSD
2022-08-22,0.61791,0.62148,0.61567,0.61684,-10.7,NZDUSD
2022-08-19,0.62508,0.62569,0.61654,0.6174,-76.8,NZDUSD
2022-08-18,0.628,0.63127,0.62463,0.62578,-22.2,NZDUSD
2022-08-17,0.63375,0.63828,0.62578,0.62807,-56.8,NZDUSD
2022-08-16,0.63579,0.63703,0.63165,0.63445,-13.4,NZDUSD
2022-08-15,0.6447,0.64558,0.63556,0.6364,-83.0,NZDUSD
2022-08-12,0.64325,0.64682,0.64224,0.64541,21.6,NZDUSD
2022-08-11,0.64008,0.64625,0.63839,0.64303,29.5,NZDUSD
2022-08-10,0.62841,0.64341,0.62749,0.64033,119.2,NZDUSD
2022-08-09,0.62775,0.63028,0.627,0.62865,9.0,NZDUSD
2022-08-08,0.62439,0.63042,0.62298,0.62851,41.2,NZDUSD
2022-08-05,0.62976,0.63094,0.62119,0.62419,-55.7,NZDUSD
2022-08-04,0.62735,0.63153,0.62603,0.63008,27.3,NZDUSD
2022-08-03,0.62479,0.62808,0.62123,0.6273,25.1,NZDUSD
2022-08-02,0.63264,0.63429,0.62514,0.62536,-72.8,NZDUSD
2022-08-01,0.62721,0.63526,0.62647,0.63325,60.4,NZDUSD
2022-07-29,0.62867,0.63289,0.62178,0.62907,4.0,NZDUSD
2022-07-28,0.62539,0.62978,0.62506,0.62913,37.4,NZDUSD
2022-07-27,0.6224,0.6278,0.61915,0.62641,40.1,NZDUSD
2022-07-26,0.62534,0.62804,0.62249,0.62302,-23.2,NZDUSD
2022-07-25,0.62475,0.62793,0.6214,0.62625,15.0,NZDUSD
2022-07-22,0.62506,0.63042,0.62114,0.62531,2.5,NZDUSD
2022-07-21,0.62278,0.62539,0.61848,0.62526,24.8,NZDUSD
2022-07-20,0.62156,0.62722,0.62122,0.62294,13.8,NZDUSD
2022-07-19,0.61518,0.624,0.61409,0.62231,71.3,NZDUSD
2022-07-18,0.61491,0.62005,0.61476,0.61527,3.6,NZDUSD
2022-07-15,0.61255,0.6177,0.61058,0.61556,30.1,NZDUSD
2022-07-14,0.61205,0.61344,0.60608,0.61234,2.9,NZDUSD
2022-07-13,0.61269,0.61714,0.60805,0.61296,2.7,NZDUSD
2022-07-12,0.60957,0.61454,0.60956,0.61273,31.6,NZDUSD
2022-07-11,0.61729,0.61924,0.60971,0.61113,-61.6,NZDUSD
2022-07-08,0.61662,0.6207,0.61319,0.61885,22.3,NZDUSD
2022-07-07,0.61359,0.61955,0.61357,0.61763,40.4,NZDUSD
2022-07-06,0.61664,0.61916,0.61314,0.61478,-18.6,NZDUSD
2022-07-05,0.62069,0.62264,0.61246,0.61684,-38.5,NZDUSD
2022-07-04,0.61825,0.62521,0.61825,0.62089,26.4,NZDUSD
2022-07-01,0.62301,0.62471,0.61479,0.62032,-26.9,NZDUSD
2022-06-30,0.62059,0.62542,0.61982,0.62438,37.9,NZDUSD
2022-06-29,0.62352,0.62596,0.62047,0.62202,-15.0,NZDUSD
2022-06-28,0.62917,0.63133,0.62367,0.62369,-54.8,NZDUSD
2022-06-27,0.63053,0.63264,0.62814,0.62999,-5.4,NZDUSD
2022-06-24,0.62703,0.6327,0.62633,0.63124,42.1,NZDUSD
2022-06-23,0.62685,0.63105,0.62476,0.62719,3.4,NZDUSD
2022-06-22,0.63263,0.63328,0.62438,0.62877,-38.6,NZDUSD
2022-06-21,0.63249,0.63632,0.63179,0.6333,8.1,NZDUSD
2022-06-20,0.62966,0.63643,0.6295,0.63311,34.5,NZDUSD
2022-06-17,0.63513,0.63703,0.62695,0.63131,-38.2,NZDUSD
2022-06-16,0.62848,0.63956,0.62325,0.63593,74.5,NZDUSD
2022-06-15,0.62039,0.63132,0.62039,0.62853,81.4,NZDUSD
2022-06-14,0.62552,0.62923,0.61966,0.62161,-39.1,NZDUSD
2022-06-13,0.63431,0.63504,0.62461,0.62592,-83.9,NZDUSD
2022-06-10,0.63828,0.64352,0.63485,0.63537,-29.1,NZDUSD
2022-06-09,0.64418,0.64608,0.63795,0.6382,-59.8,NZDUSD
2022-06-08,0.6486,0.64918,0.64351,0.64464,-39.6,NZDUSD
2022-06-07,0.6486,0.64986,0.64227,0.6489,3.0,NZDUSD
2022-06-06,0.65038,0.65363,0.64843,0.64892,-14.6,NZDUSD
2022-06-03,0.65504,0.65759,0.65008,0.65053,-45.1,NZDUSD
2022-06-02,0.64781,0.6565,0.64603,0.65595,81.4,NZDUSD
2022-06-01,0.65062,0.65402,0.6465,0.6484,-22.2,NZDUSD
2022-05-31,0.65513,0.65637,0.64827,0.65157,-35.6,NZDUSD
2022-05-30,0.65399,0.65606,0.65221,0.65579,18.0,NZDUSD
2022-05-27,0.6475,0.65498,0.6471,0.65346,59.6,NZDUSD
2022-05-26,0.64723,0.65,0.64467,0.64799,7.6,NZDUSD
2022-05-25,0.64537,0.6514,0.64185,0.64769,23.2,NZDUSD
2022-05-24,0.64691,0.64691,0.64232,0.646,-9.1,NZDUSD
2022-05-23,0.63929,0.64918,0.63929,0.64672,74.3,NZDUSD
2022-05-20,0.63784,0.64141,0.63635,0.64093,30.9,NZDUSD
2022-05-19,0.6294,0.64172,0.629,0.63828,88.8,NZDUSD
2022-05-18,0.6355,0.63703,0.62908,0.6295,-60.0,NZDUSD
2022-05-17,0.62962,0.63751,0.62962,0.63607,64.5,NZDUSD
2022-05-16,0.62692,0.63207,0.62288,0.63102,41.0,NZDUSD
2022-05-13,0.62243,0.62897,0.62243,0.62888,64.5,NZDUSD
2022-05-12,0.62893,0.62974,0.62163,0.62325,-56.8,NZDUSD
2022-05-11,0.62897,0.63798,0.6281,0.62925,2.8,NZDUSD
2022-05-10,0.63204,0.63479,0.62761,0.62914,-29.0,NZDUSD
2022-05-09,0.63983,0.64123,0.63197,0.632,-78.3,NZDUSD
2022-05-06,0.64249,0.64574,0.63942,0.64047,-20.2,NZDUSD
2022-05-05,0.65412,0.65683,0.63934,0.64244,-116.8,NZDUSD
2022-05-04,0.64334,0.65565,0.64221,0.65427,109.3,NZDUSD
2022-05-03,0.64327,0.64756,0.64108,0.64349,2.2,NZDUSD
2022-05-02,0.64669,0.64741,0.64121,0.64345,-32.4,NZDUSD
2022-04-29,0.64873,0.65428,0.64515,0.64565,-30.8,NZDUSD
2022-04-28,0.65408,0.6544,0.6452,0.64879,-52.9,NZDUSD
2022-04-27,0.65615,0.65908,0.65276,0.65417,-19.8,NZDUSD
2022-04-26,0.66118,0.66453,0.65616,0.65624,-49.4,NZDUSD
2022-04-25,0.66279,0.66398,0.65817,0.66203,-7.6,NZDUSD
2022-04-22,0.67316,0.67367,0.66258,0.66348,-96.8,NZDUSD
2022-04-21,0.68029,0.68101,0.67269,0.67318,-71.1,NZDUSD
2022-04-20,0.67253,0.6813,0.67176,0.68074,82.1,NZDUSD
2022-04-19,0.67234,0.67637,0.67196,0.67318,8.4,NZDUSD
2022-04-18,0.67631,0.67765,0.67154,0.67307,-32.4,NZDUSD
2022-04-15,0.67831,0.67888,0.67581,0.67658,-17.3,NZDUSD
2022-04-14,0.67876,0.68342,0.67676,0.6787,-0.6,NZDUSD
2022-04-13,0.68477,0.69018,0.67543,0.67974,-50.3,NZDUSD
2022-04-12,0.68202,0.68894,0.6806,0.68506,30.4,NZDUSD
2022-04-11,0.68382,0.68546,0.68134,0.68251,-13.1,NZDUSD
2022-04-08,0.68853,0.6893,0.68224,0.68473,-38.0,NZDUSD
